vorlage_titel_de,urnengang_datum,thema,Parent,thema_ave,thema_count,thema1,Code,thema1_ave,thema1_count,thema2,thema3,stimmbeteiligung,ja_prozent,year,ImageURL
Volksinitiative «zur Einführung einer Volkspension»,1972-12-02T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Berufliche Vorsorge,#N/A,52.94429201,16.58104605,1972,
Volksinitiative «für eine vermehrte Rüstungskontrolle und ein Waffenausfuhrverbot»,1972-09-23T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Aussenwirtschaftspolitik,#N/A,33.09829334,49.61396616,1972,
Bundesbeschluss über den Schutz der Währung,1972-06-03T23:00:00Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,#N/A,#N/A,26.72476533,87.72808408,1972,
Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes,1972-06-03T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Strukturpolitik,#N/A,26.74329978,83.34514818,1972,
Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 34septies über die Allgemeinverbindlicherklärung von Mietverträgen und Massnahmen zum Schutze der Mieter,1972-03-04T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Mietwesen,920,44.26261118,8,#N/A,#N/A,35.69082294,85.39875111,1972,
Gegenentwurf zur Volksinitiative «zur Förderung des Wohnungsbaues»,1972-03-04T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Wohnungsbau – Wohneigentum,920,41.20423223,7,#N/A,#N/A,35.69717988,62.70199474,1972,
Volksinitiative «zur Förderung des Wohnungsbaues»,1972-03-04T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Wohnungsbau – Wohneigentum,920,41.20423223,7,#N/A,#N/A,35.69379321,30.10520503,1972,
Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes,1971-06-05T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,37.75874129,72.75440023,1971,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24septies betreffend den Schutz des Menschen und seiner natürlichen Umwelt gegen schädliche oder lästige Einwirkungen,1971-06-05T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Umweltpolitik,930,45.77423425,4,#N/A,#N/A,37.85255876,92.69614717,1971,
Bundesbeschluss über die Einführung des Frauenstimm- und Wahlrechts in eidgenössischen Angelegenheiten,1971-02-06T23:00:00Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Stellung der Frau,Grundrechte,57.72601394,65.72633727,1971,
Bundesbeschluss über die Änderung der Finanzordnung des Bundes,1970-11-14T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,41.39172111,55.38148066,1970,
Volksinitiative «Recht auf Wohnung und Ausbau des Familienschutzes»,1970-09-26T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Mietwesen,920,44.26261118,8,Familienpolitik,Grundrechte,43.84049194,48.92271789,1970,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27quinquies betreffend die Förderung von Turnen und Sport,1970-09-26T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Sport,#N/A,43.79878072,74.62683806,1970,
Volksinitiative «gegen die Ueberfremdung»,1970-06-06T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Beschäftigungspolitik,#N/A,74.71913124,45.98605531,1970,
Bundesbeschluss über die inländische Zuckerwirtschaft,1970-01-31T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,#N/A,#N/A,43.77466771,54.23662292,1970,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch die Artikel 22ter und 22quater (Verfassungsrechtliche Ordnung des Bodenrechts),1969-09-13T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,#N/A,#N/A,32.91363327,55.93433603,1969,
Bundesgesetz über die Eidgenössischen Technischen Hochschulen,1969-05-31T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Hochschulen,1100,40.48378088,5,Forschung,#N/A,33.91992243,34.48312242,1969,
Bundesgesetz über die Tabakbesteuerung,1968-05-18T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,#N/A,#N/A,36.92563747,48.24628879,1968,
Bundesbeschluss über den Erlass einer allgemeinen Steueramnestie,1968-02-17T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,#N/A,#N/A,41.80218648,61.85284212,1968,
Volksinitiative «gegen die Bodenspekulation»,1967-07-01T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,#N/A,#N/A,37.947484,32.69305045,1967,
Volksinitiative «zur Bekämpfung des Alkoholismus»,1966-10-15T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Indirekte Steuern,Alters- und Hinterbliebenenversicherung,48.04396886,23.37221952,1966,
Bundesbeschluss über die Ergänzung der Bundesverfasssung durch einen Artikel 45bis über die Auslandschweizer,1966-10-15T23:00:00Z,Aussenpolitik,200,50.44954623,33,Auslandschweizerinnen und Auslandschweizer,200,44.26241178,2,#N/A,#N/A,47.86770367,68.06410402,1966,
"Bundesgesetz betreffend die Änderung des Beschlusses der Bundesversammlung über Milch, Milchprodukte und Speisefette (Milchbeschluss)",1965-05-15T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,#N/A,#N/A,37.46268417,61.99220139,1965,
Bundesbeschluss über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete der Bauwirtschaft,1965-02-27T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,#N/A,#N/A,59.81523967,55.58060867,1965,
Bundesbeschluss über die Bekämpfung der Teuerung durch Massnahmen auf dem Gebiete des Geld- und Kapitalmarktes und des Kreditwesens,1965-02-27T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Geld- und Währungspolitik,"Banken, Börsen, Versicherungen",59.77987454,57.68202725,1965,
Bundesbeschluss über die Weiterführung befristeter Preiskontrollmassnahmen,1964-12-05T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,#N/A,39.18065537,79.46970845,1964,
Bundesgesetz über die Berufsbildung,1964-05-23T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Berufsbildung,1100,41.14271142,4,#N/A,#N/A,37.02935978,68.60929042,1964,
Bundesbeschluss über den Erlass einer allgemeinen Steueramnestie auf den 1. Januar 1965,1964-02-01T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,#N/A,#N/A,44.14967741,42.00976291,1964,
Bundesbeschluss betreffend die Ergänzung der Bundesverfassung durch einen Artikel 27quater über Stipendien und andere Ausbildungsbeihilfen,1963-12-07T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Hochschulen,1100,40.48378088,5,#N/A,#N/A,41.74644355,78.47656512,1963,
Bundesbeschluss über die Weiterführung der Finanzordnung des Bundes (Verlängerung der Geltungsdauer von Art.41ter BV und Ermässigung der Wehrsteuer),1963-12-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,Steuerpolitik,41.80698157,77.61035446,1963,
Volksinitiative «Entscheidungsrecht des Volkes über die Ausrüstung der schweizerischen Armee mit Atomwaffen»,1963-05-25T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Referendum,Gesetzgebungsverfahren,48.80519508,37.78843529,1963,
Bundesbeschluss über die Änderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates),1962-11-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,Wahlsystem,#N/A,36.3100091,63.69091364,1962,
Bundesgesetz über die Abänderung des Bundesgesetzes betreffend die Taggelder und Reiseentschädigungen des Nationalrates und der Kommission der eidgenössischen Räte,1962-05-26T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,#N/A,#N/A,38.77747136,31.67522752,1962,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24sexies betreffend den Natur- und Heimatschutz,1962-05-26T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Natur- und Heimatschutz,930,43.0082358,2,#N/A,#N/A,38.76700734,79.11103564,1962,
Volksinitiative «für ein Verbot der Atomwaffen»,1962-03-31T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,#N/A,#N/A,55.6674258,34.81475189,1962,
Bundesbeschluss über die schweizerische Uhrenindustrie (Uhrenstatut),1961-12-02T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,#N/A,#N/A,45.88485733,66.70301506,1961,
Volksinitiative «zur Einführung der Gesetzesinitiative im Bunde»,1961-10-21T23:00:00Z,Staatsordnung,100,48.14813263,94,Initiative,140,41.52211466,8,Gesetzgebungsverfahren,#N/A,40.10644861,29.45930669,1961,
Bundesbeschluss über die Erhebung eines Zollzuschlages auf Treibstoffen zur Finanzierung der Nationalstrassen,1961-03-04T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,Strassenbau,#N/A,63.26458874,46.55027508,1961,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 26bis betreffend Rohrleitungsanlagen zur Beförderung flüssiger oder gasförmiger Brenn- oder Treibstoffe,1961-03-04T23:00:00Z,Energie,700,44.90049356,23,Erdöl – Gas,700,62.81950867,1,#N/A,#N/A,62.81950867,71.4360893,1961,
Bundesbeschluss betreffend die Änderung des Bundesbeschlusses über zusätzliche wirtschaftliche und finanzielle Massnahmen auf dem Gebiete der Milchwirtschaft,1960-12-03T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,#N/A,#N/A,49.80037542,56.33373042,1960,
Bundesbeschluss über die Weiterführung befristeter Preiskontrollmassnahmen,1960-05-28T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,Tierische Produktion,38.99665431,77.53957547,1960,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz,1959-05-23T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Bevölkerungsschutz,310,48.39636867,5,#N/A,#N/A,42.86013601,62.26256764,1959,
Bundesbeschluss über die Einführung des Frauenstimm- und -wahlrechts in eidgenössischen Angelegenheiten,1959-01-31T23:00:00Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Stellung der Frau,Grundrechte,66.72112823,33.07839447,1959,
Bundesbeschluss betreffend die Genehmigung des zwischen der Schweizerischen Eidgenossenschaft und der Italienischen Republik abgeschlossenen Abkommens über die Nutzbarmachung der Wasserkraft des Spöl,1958-12-06T23:00:00Z,Aussenpolitik,200,50.44954623,33,Staatsverträge mit einzelnen Staaten,200,46.40575799,1,Wasserkraft,Natur- und Heimatschutz,46.40575799,75.17816882,1958,
Bundesbeschluss über die Änderung der Bundesverfassung (Kursaalspiele),1958-12-06T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Geldspiele,#N/A,46.23670401,59.89397811,1958,
Volksinitiative «zur Einführung der 44-Stunden-Woche»,1958-10-25T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitszeit,420,52.31992195,7,#N/A,#N/A,61.83858363,34.98639498,1958,
Bundesbeschluss über das Volksbegehren für die Verbesserung des Strassennetzes,1958-07-05T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,#N/A,#N/A,42.40773532,84.95995938,1958,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 27ter betreffend das Filmwesen,1958-07-05T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Kulturpolitik,1200,40.55568839,6,Strukturpolitik,#N/A,42.33780183,61.26006562,1958,
Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,1958-05-10T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,Finanzordnung,#N/A,53.21715772,54.57971543,1958,
Volksinitiative «gegen den Missbrauch wirtschaftlicher Macht»,1958-01-25T23:00:00Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,51.80062224,25.89443577,1958,
Bundesbeschluss über die befristete Verlängerung der Geltungsdauer der Uebergangsordnung betreffend die Brotgetreideversorgung des Landes,1957-11-23T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,45.48766511,62.67215547,1957,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 24quinquies betreffend die Atomenergie und den Strahlenschutz,1957-11-23T23:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,#N/A,45.45220672,77.33104155,1957,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 36bis betreffend Rundspruch und Fernsehen,1957-03-02T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,"Radio, Fernsehen, elektronische Medien",1250,44.49486929,5,#N/A,#N/A,52.94925369,42.75826841,1957,
Bundesbeschluss über die Ergänzung der Bundesverfassung durch einen Artikel 22bis über den Zivilschutz,1957-03-02T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Bevölkerungsschutz,310,48.39636867,5,Stellung der Frau,#N/A,53.10302211,48.09467922,1957,
Bundesbeschluss über das Volksbegehren betreffend Ausgabenbeschlüsse der Bundesversammlung,1956-09-29T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Öffentliche Ausgaben,600,41.28712299,7,Parlament,Referendum,43.83377722,45.51998513,1956,
Bundesbeschluss über die Revision der Brotgetreideordnung des Landes,1956-09-29T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,43.95077763,38.74599239,1956,
Bundesbeschluss über Massnahmen zur Stärkung der Wirtschaft des Kantons Graubünden durch Gewährung einer Hilfe an die Holzverzuckerungs-AG,1956-05-12T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Forstwirtschaft,Landesversorgung,52.64108635,42.4624448,1956,
Volksinitiative «zur Erteilung von Wasserrechtskonzessionen»,1956-05-12T23:00:00Z,Energie,700,44.90049356,23,Wasserkraft,700,50.39011921,3,Referendum,Natur- und Heimatschutz,52.08747488,36.92128041,1956,
Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle (Verlängerung der Gültigkeitsdauer des Verfassungszusatzes vom 26. September 1952),1956-03-03T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,#N/A,49.40151502,77.54123834,1956,
Gegenentwurf zur Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle),1955-03-12T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,Konsumentenschutz,55.53511744,41.46022448,1955,
Volksinitiative «zum Schutz der Mieter und Konsumenten» (Weiterführung der Preiskontrolle),1955-03-12T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,Konsumentenschutz,55.53477194,50.74045066,1955,
Volksinitiative «Schutz der Stromlandschaft und Verleihung Rheinau»,1954-12-04T23:00:00Z,Energie,700,44.90049356,23,Wasserkraft,700,50.39011921,3,Natur- und Heimatschutz,#N/A,51.87881065,31.23810407,1954,
Bundesbeschluss über die Finanzordnung 1955 bis 1958,1954-10-23T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,46.77286635,69.98875657,1954,
Bundesbeschluss über ausserordentliche Hilfeleistungen an kriegsgeschädigte Auslandschweizer,1954-06-19T23:00:00Z,Aussenpolitik,200,50.44954623,33,Auslandschweizerinnen und Auslandschweizer,200,44.26241178,2,#N/A,#N/A,40.65711989,44.04664062,1954,
"Bundesbeschluss über den Fähigkeitsausweis im Schuhmacher-, Coiffeur-, Sattler- und Wagnergewerbe",1954-06-19T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Berufsbildung,#N/A,40.94878064,33.05425554,1954,
Bundesbeschluss über die Ergänzung der Bundesvefassung durch einen Artikel 24quater betreffend den Schutz der Gewässer gegen Verunreinigung,1953-12-05T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Gewässerschutz,930,48.00538654,6,#N/A,#N/A,59.14817112,81.32305803,1953,
Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,1953-12-05T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,60.28354297,42.04142781,1953,
Bundesgesetz über die Revision des Bundesgesetzes betreffend den Postverkehr,1953-04-18T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Post,800,50.98832396,3,#N/A,#N/A,52.65021581,36.46133308,1953,
Bundesbeschluss über die Brotgetreideversorgung des Landes,1952-11-22T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,56.42338258,75.62902578,1952,
Bundesbeschluss über die befristete Weiterführung einer beschränkten Preiskontrolle,1952-11-22T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Mietwesen,#N/A,56.42338258,62.8079374,1952,
Bundesbeschluss über den Einbau von Luftschutzräumen in bestehenden Häusern,1952-10-04T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Bevölkerungsschutz,310,48.39636867,5,#N/A,#N/A,52.63194161,15.4885684,1952,
Bundesgesetz betreffend die Abänderung von Bestimmungen über die fiskalische Belastung des Tabaks im Bundesgesetz über die Alters- und Hinterlassenenversicherung,1952-10-04T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Indirekte Steuern,#N/A,52.63194161,67.99426673,1952,
Bundesbeschluss über die Deckung der Rüstungsausgaben,1952-07-05T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Steuersystem,#N/A,44.19610686,42.01867424,1952,
Volksinitiative «zur Rüstungsfinanzierung und zum Schutz der sozialen Errungenschaften»,1952-05-17T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Rüstung,320,47.95003984,14,Direkte Steuern,Sozialversicherungen,53.91037176,43.74403807,1952,
Volksinitiative «Warenumsatzsteuer»,1952-04-19T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Indirekte Steuern,610,48.89713145,13,#N/A,#N/A,49.12089416,18.96824756,1952,
Bundesgesetz über die Förderung der Landwirtschaft und die Erhaltung des Bauernstandes (Landwirtschaftsgesetz),1952-03-29T23:00:00Z,Landwirtschaft,500,46.31987628,38,Agrarpolitik,500,42.87403572,11,Landesversorgung,#N/A,64.14637534,54.04605252,1952,
Bundesbeschluss betreffend Verlängerung der Geltungsdauer des Bundesbeschlusses über die Bewilligungspflicht für die Eröffnung und Erweiterung von Gasthöfen,1952-03-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Hotellerie und Gastgewerbe,#N/A,40.09039685,46.08398071,1952,
Volksinitiative «zur Heranziehung der öffentlichen Unternehmungen zu einem Beitrag an die Kosten der Landesverteidigung»,1951-07-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,Armee (allgemein),#N/A,37.577275,32.64753281,1951,
Gegenentwurf zur Volksinitiative «zur Sicherstellung der Kaufkraft und Vollbeschäftigung» (Freigeldinitiative),1951-04-14T23:00:00Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,Nationalbank,#N/A,53.08650654,70.04767218,1951,
Volksinitiative «zur Sicherstellung der Kaufkraft und Vollbeschäftigung» (Freigeldinitiative),1951-04-14T23:00:00Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,Nationalbank,#N/A,53.08650654,12.44931553,1951,
Bundesbeschluss über den Transport von Personen und Sachen mit Motorfahrzeugen auf öffentlichen Strassen (Autotransportordnung),1951-02-24T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehrspolitik,800,47.46350524,9,Strukturpolitik,#N/A,52.40430974,44.31916618,1951,
Bundesbeschluss über die Finanzordnung 1951 bis 1954,1950-12-02T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,55.68787752,69.46486788,1950,
Bundesbeschluss betreffend Abänderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates),1950-12-02T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,Wahlsystem,#N/A,55.68666646,67.33005848,1950,
Volksinitiative «zum Schutz des Bodens und der Arbeit durch Verhinderung der Spekulation»,1950-09-30T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,Agrarpolitik,#N/A,43.67241991,27.01106509,1950,
Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes,1950-06-03T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,55.34433298,35.50615195,1950,
Bundesbeschluss betreffend die Verlängerung der Geltungsdauer und die Abänderung des Bundesbeschlusses über Massnahmen zur Förderung der Wohnbautätigkeit,1950-01-28T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Wohnungsbau – Wohneigentum,920,41.20423223,7,#N/A,#N/A,52.81597454,46.28618643,1950,
Bundesgesetz betreffend Abänderung des Bundesgesetzes vom 30. Juni 1927 über das Dienstverhältnis der Bundesbeamten,1949-12-10T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,#N/A,#N/A,72.0066704,55.28242969,1949,
Volksinitiative «für die Rückkehr zur direkten Demokratie»,1949-09-10T22:00:00Z,Staatsordnung,100,48.14813263,94,Gesetzgebungsverfahren,120,42.51879331,1,"Regierung, Verwaltung",Referendum,42.51879331,50.73696043,1949,
Bundesgesetz über die Ergänzung des Bundesgesetzes vom 13. Juni 1928 betreffend Massnahmen gegen die Tuberkulose,1949-05-21T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Gesundheitspolitik,1010,46.66984242,9,Kranken- und Unfallversicherung,#N/A,61.04777631,24.8480246,1949,
Bundesbeschluss über die Revision von Artikel 39 der Bundesverfassung betreffend die Schweizerische Nationalbank,1949-05-21T22:00:00Z,Staatsordnung,100,48.14813263,94,Nationalbank,130,52.43345897,3,Geld- und Währungspolitik,#N/A,61.04777631,38.51283914,1949,
Bundesbeschluss über die Ordnung der schweizerischen Zuckerwirtschaft,1948-03-13T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Landesversorgung,#N/A,56.54789406,36.1646993,1948,
Bundesgesetz über die Alters- und Hinterlassenenversicherung,1947-07-05T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,#N/A,#N/A,79.66765323,80.00096517,1947,
Bundesbeschluss über eine Revision der Wirtschaftsartikel der Bundesverfassung,1947-07-05T22:00:00Z,Wirtschaft,400,48.27157492,76,Strukturpolitik,410,51.12449513,13,Agrarpolitik,Landesversorgung,79.66765323,52.96746533,1947,
Volksinitiative «Wirtschaftsreform und Rechte der Arbeit»,1947-05-17T21:00:00Z,Wirtschaft,400,48.27157492,76,Wirtschaftspolitik,400,54.07699461,4,Arbeit und Beschäftigung,#N/A,59.43033666,31.18894825,1947,
Volksinitiative «Recht auf Arbeit»,1946-12-07T23:00:00Z,Wirtschaft,400,48.27157492,76,Beschäftigungspolitik,420,53.86050916,2,Arbeitslosenversicherung,Grundrechte,50.1318972,19.19410359,1946,
Bundesbeschluss über das Volksbegehren betreffend eine Gütertransportordnung,1946-02-09T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehrspolitik,800,47.46350524,9,Strukturpolitik,#N/A,65.20861488,33.65463302,1946,
Bundesbeschluss über das Volksbegehren «Für die Familie»,1945-11-24T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Mutterschaftsversicherung,1020,48.23409855,4,Wohnen,Familienpolitik,55.53190062,76.31339906,1945,
Bundesgesetz über die Schweizerischen Bundesbahnen,1945-01-20T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schienenverkehr,800,60.33627349,4,Spar- und Sanierungsmassnahmen,#N/A,52.89319491,56.71066449,1945,
Bundesgesetz über den unlauteren Wettbewerb,1944-10-28T23:00:00Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,50.9226137,52.91630352,1944,
Volksinitiative «für die Reorganisation des Nationalrates»,1942-05-02T22:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,Wahlsystem,#N/A,51.48614672,34.94772854,1942,
Volksinitiative «für die Wahl des Bundesrates durch das Volk und die Erhöhung der Mitgliederzahl»,1942-01-24T22:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Wahlsystem,Volksrechte,61.97164594,32.43452636,1942,
Volksinitiative «zur Neuordnung des Alkoholwesens»,1941-03-08T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,Pflanzliche Produktion,#N/A,61.42912299,40.23372133,1941,
Bundesgesetz über die Abänderung der Art. 103 und 104 des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Einführung des obligatorischen militärischen Vorunterrichts),1940-11-30T22:00:00Z,Sicherheitspolitik,300,50.57895823,49,Militärische Ausbildung,320,71.76578637,2,Sport,#N/A,63.61382074,44.27187801,1940,
Bundesgesetz über die Änderung des Dienstverhältnisses und der Versicherung des Bundespersonals,1939-12-02T23:00:00Z,Staatsordnung,100,48.14813263,94,"Regierung, Verwaltung",130,54.26276138,13,Berufliche Vorsorge,Spar- und Sanierungsmassnahmen,63.87114912,37.63103337,1939,
Bundesbeschluss betreffend Ergänzung der Bundesverfassung für die Eröffnung und teilweise Deckung von Krediten zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,1939-06-03T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Armee (allgemein),320,51.70276136,6,Beschäftigungspolitik,Strassenbau,54.72881056,69.07133402,1939,
Bundesbeschluss über das Volksbegehren für Einschränkung der Anwendung der Dringlichkeitsklausel,1939-01-21T23:00:00Z,Staatsordnung,100,48.14813263,94,Parlament,130,45.2411683,11,Gesetzgebungsverfahren,Referendum,46.550408,69.0589475,1939,
Volksinitiative «zur Wahrung der verfassungsmässigen Rechte der Bürger» (Erweiterung der Verfassungsgerichtsbarkeit),1939-01-21T23:00:00Z,Staatsordnung,100,48.14813263,94,Gerichte,130,47.5891708,5,Gesetzgebungsverfahren,Referendum,46.550408,28.92033978,1939,
